loan_id,customer_id,loan_amount,loan_date,loan_status,repayment_history,interest_rate,loan_purpose,collateral,default_risk,repayment_rank
2525,398,443408,2022-08-12,Defaulted,6,11.08,"Home Renovation",None,Low,1245
2537,263,340658,2021-07-27,Rejected,6,10.66,"Business Expansion",Car,Low,1245
2538,160,240251,2023-12-30,Approved,6,10.62,Education,Car,High,1245
2546,190,134146,2022-04-23,Defaulted,6,8.61,Education,Car,Low,1245
2558,780,99201,2020-11-17,Approved,6,5.78,"Home Renovation",Car,Low,1245
2561,253,43599,2022-07-26,Rejected,6,9.38,Medical,House,High,1245
2567,199,171803,2024-06-22,Defaulted,6,6.67,Medical,House,High,1245
2575,563,479328,2024-05-18,Defaulted,6,9.71,Education,None,Low,1245
2578,184,401419,2024-04-11,Approved,6,7.21,Medical,House,Medium,1245
2581,731,394363,2024-04-03,Closed,6,11.6,"Business Expansion",House,Low,1245
2585,726,225964,2020-01-26,Approved,6,6.26,Medical,None,Medium,1245
2593,749,191853,2024-11-25,Rejected,6,6.52,"Business Expansion",Car,Low,1245
2615,834,70977,2024-09-10,Approved,6,6.54,"Business Expansion",None,Medium,1245
2622,87,286776,2021-03-31,Rejected,6,8.03,Medical,None,Medium,1245
2624,497,343874,2023-08-26,Closed,6,12.32,"Home Renovation",House,Medium,1245
2635,303,477104,2022-05-23,Approved,6,7.52,"Home Renovation",None,Low,1245
2639,969,384363,2021-11-02,Defaulted,6,5.2,Medical,None,Medium,1245
2643,785,36419,2023-12-08,Rejected,6,11.29,"Business Expansion",None,Low,1245
2680,350,87004,2020-12-07,Rejected,6,8.08,"Business Expansion",None,High,1245
2683,690,156033,2022-02-04,Approved,6,8.64,Education,Car,Low,1245
2688,912,240037,2021-06-28,Closed,6,5.08,"Home Renovation",House,Medium,1245
2724,813,187093,2022-06-14,Rejected,6,4.06,"Business Expansion",House,Medium,1245
2727,757,307617,2023-02-17,Approved,6,10.91,"Business Expansion",House,Low,1245
2729,339,318768,2021-11-24,Closed,6,5.46,Medical,Car,High,1245
2742,129,51722,2022-03-10,Approved,6,7.63,Education,Car,Medium,1245
2747,758,447529,2024-03-09,Rejected,6,7.24,Medical,Car,Low,1245
19,461,298535,2022-04-16,Defaulted,5,12.42,"Business Expansion",None,High,1520
22,749,286362,2021-10-28,Approved,5,6.82,"Home Renovation",House,Low,1520
24,934,162640,2023-09-01,Rejected,5,10.4,"Business Expansion",None,Low,1520
33,539,446126,2023-05-25,Closed,5,7.8,Medical,None,Low,1520
37,104,186720,2020-09-23,Approved,5,5.11,"Home Renovation",Car,Medium,1520
130,976,115434,2021-09-08,Rejected,5,8.04,"Business Expansion",Car,High,1520
142,967,154385,2020-11-17,Rejected,5,12.3,Medical,None,High,1520
149,694,42581,2023-01-10,Rejected,5,4.25,Medical,Car,Low,1520
152,234,287877,2020-10-07,Closed,5,4.23,"Home Renovation",None,High,1520
164,751,139615,2023-07-17,Defaulted,5,12.34,Medical,Car,High,1520
172,729,121331,2021-06-30,Approved,5,10.3,"Home Renovation",House,Low,1520
213,862,248627,2022-10-14,Rejected,5,6.92,Education,Car,Medium,1520
232,139,150164,2021-08-17,Defaulted,5,12,Medical,House,Medium,1520
243,350,29265,2023-10-22,Defaulted,5,6.38,Medical,None,Low,1520
261,163,492088,2023-01-08,Rejected,5,3.7,Education,House,Medium,1520
271,494,38572,2021-12-03,Rejected,5,7.34,Education,None,Low,1520
289,693,243325,2020-07-09,Approved,5,10.51,Education,None,Medium,1520
298,39,9597,2024-01-12,Rejected,5,10.28,Medical,House,High,1520
310,636,106522,2023-02-16,Approved,5,6.37,Education,Car,Medium,1520
317,181,361383,2023-06-22,Defaulted,5,6.17,"Business Expansion",None,Medium,1520
326,841,453748,2023-05-03,Defaulted,5,9.47,"Home Renovation",None,High,1520
332,534,468694,2022-08-02,Closed,5,6.57,"Home Renovation",House,High,1520
337,860,242189,2022-01-14,Closed,5,7.98,Medical,Car,Medium,1520
370,835,461741,2021-09-06,Closed,5,9.95,Education,House,Medium,1520
376,423,127382,2024-09-04,Rejected,5,3.92,"Business Expansion",Car,Medium,1520
383,895,494185,2024-11-05,Defaulted,5,6.28,"Business Expansion",House,Low,1520
390,448,294763,2021-05-27,Defaulted,5,4,"Business Expansion",Car,Low,1520
423,44,94183,2023-03-09,Approved,5,3.91,"Business Expansion",House,Medium,1520
425,865,427693,2021-10-25,Defaulted,5,12.22,Medical,None,Low,1520
452,715,265237,2024-03-07,Closed,5,8.48,Medical,Car,High,1520
463,201,232038,2022-12-22,Rejected,5,7.92,Medical,Car,Low,1520
466,477,87995,2020-04-21,Approved,5,4.12,Education,Car,High,1520
477,303,134194,2021-12-19,Closed,5,6.17,Education,Car,Medium,1520
480,953,142915,2024-05-07,Rejected,5,6.14,Education,Car,Medium,1520
483,743,292405,2022-04-24,Defaulted,5,4.43,Education,None,High,1520
505,9,53229,2020-03-14,Defaulted,5,8.58,Education,Car,High,1520
511,125,329628,2024-03-03,Rejected,5,5.66,Medical,None,Medium,1520
512,36,489649,2023-01-14,Closed,5,8.28,Medical,Car,Medium,1520
517,184,322594,2022-02-04,Approved,5,8.34,"Home Renovation",Car,Medium,1520
539,945,148895,2023-03-31,Rejected,5,11.89,Medical,House,High,1520
547,443,379852,2021-10-19,Defaulted,5,8.86,Medical,None,Medium,1520
550,46,252978,2023-01-13,Defaulted,5,8.48,Medical,Car,Low,1520
551,744,415394,2020-09-21,Closed,5,8.58,"Home Renovation",Car,Medium,1520
552,476,243157,2022-09-27,Closed,5,9.35,"Home Renovation",None,Low,1520
579,577,94495,2021-08-07,Defaulted,5,12.25,"Business Expansion",Car,High,1520
583,560,111729,2023-10-01,Closed,5,8.03,"Business Expansion",None,Medium,1520
588,672,236193,2023-07-17,Rejected,5,6.44,"Home Renovation",None,Low,1520
595,310,498515,2023-11-14,Defaulted,5,9.45,Education,None,High,1520
600,514,368025,2022-07-28,Defaulted,5,7.17,"Home Renovation",Car,High,1520
602,270,298609,2021-01-11,Approved,5,6.76,Medical,House,Medium,1520
605,392,73451,2024-05-16,Rejected,5,7.79,"Home Renovation",House,High,1520
608,458,393403,2021-05-02,Defaulted,5,7.74,"Business Expansion",House,High,1520
610,783,127261,2020-02-05,Approved,5,9.74,"Business Expansion",Car,High,1520
618,748,251807,2021-07-30,Closed,5,11.71,"Business Expansion",None,Low,1520
623,900,111872,2023-04-03,Rejected,5,9.48,Education,Car,High,1520
625,378,107563,2021-03-30,Defaulted,5,10.09,Medical,None,High,1520
661,243,489980,2023-06-07,Closed,5,9.73,"Home Renovation",Car,Low,1520
670,361,331430,2021-07-23,Rejected,5,10.95,Education,None,Low,1520
677,952,318769,2021-08-05,Approved,5,11.61,Medical,House,High,1520
680,531,228184,2023-03-06,Closed,5,11.14,"Home Renovation",House,High,1520
686,979,387892,2022-09-10,Approved,5,4.71,"Business Expansion",Car,Low,1520
730,245,459310,2022-07-06,Defaulted,5,9.13,"Home Renovation",None,High,1520
734,574,39187,2023-07-24,Closed,5,11.03,Medical,None,High,1520
740,704,283556,2020-10-22,Rejected,5,5.01,"Business Expansion",Car,Low,1520
759,874,254061,2021-11-23,Defaulted,5,3.62,"Business Expansion",House,High,1520
764,413,491322,2023-09-30,Closed,5,7.76,"Home Renovation",House,Low,1520
768,876,195824,2020-09-05,Approved,5,8.64,Education,House,Low,1520
776,932,337766,2022-09-26,Closed,5,6.11,Education,None,Medium,1520
791,115,173617,2020-10-17,Approved,5,7.46,Education,Car,Low,1520
804,634,328337,2019-12-08,Defaulted,5,6.49,"Business Expansion",House,High,1520
827,807,41256,2024-08-12,Rejected,5,7.62,"Business Expansion",Car,High,1520
829,78,132163,2023-08-06,Closed,5,10.79,"Business Expansion",Car,Medium,1520
836,422,429344,2024-11-08,Rejected,5,8.99,"Home Renovation",Car,High,1520
840,126,433401,2022-03-17,Closed,5,12.18,"Business Expansion",Car,High,1520
851,68,253794,2021-12-15,Rejected,5,3.99,"Business Expansion",Car,High,1520
861,51,125285,2023-07-12,Defaulted,5,4.07,Medical,House,Low,1520
905,859,153214,2020-02-02,Closed,5,7.19,"Business Expansion",House,Medium,1520
909,961,140622,2020-04-14,Rejected,5,4.5,Medical,None,Medium,1520
928,551,120274,2024-01-24,Closed,5,4.46,"Business Expansion",None,High,1520
934,211,360097,2022-01-24,Closed,5,9.83,Medical,Car,High,1520
940,436,135538,2020-06-14,Defaulted,5,9.23,Medical,None,Low,1520
956,893,411728,2020-09-06,Closed,5,4.33,"Business Expansion",None,Low,1520
957,267,293699,2020-11-03,Approved,5,6.11,"Home Renovation",House,Low,1520
961,621,345947,2022-09-28,Closed,5,10.16,Medical,House,Medium,1520
967,218,295384,2021-04-25,Closed,5,6.96,"Business Expansion",Car,Medium,1520
982,251,202692,2022-10-10,Approved,5,4.83,"Business Expansion",None,Medium,1520
983,717,350536,2022-07-29,Approved,5,7.23,Education,None,High,1520
1012,6,87028,2020-07-27,Closed,5,5.29,"Home Renovation",Car,High,1520
1031,908,311432,2022-07-08,Defaulted,5,7.15,Education,Car,Low,1520
1032,849,322116,2022-01-29,Approved,5,7.08,Medical,Car,High,1520
1040,174,22070,2021-03-14,Closed,5,7.26,Medical,Car,High,1520
1043,1000,253010,2023-04-02,Closed,5,12.47,"Home Renovation",None,Low,1520
1047,222,189469,2020-11-26,Approved,5,11.28,Education,House,Low,1520
1069,33,432623,2024-03-08,Defaulted,5,5.72,Medical,Car,Medium,1520
1075,691,271859,2022-11-06,Rejected,5,4.02,"Business Expansion",House,High,1520
1081,522,289191,2022-04-27,Rejected,5,10.08,"Home Renovation",None,Medium,1520
1089,157,484684,2020-03-10,Closed,5,12.38,Education,Car,High,1520
1097,70,462018,2024-05-22,Defaulted,5,7.92,Medical,Car,High,1520
1122,770,294745,2020-10-28,Defaulted,5,8.44,Education,None,Low,1520
1128,82,40307,2022-10-11,Approved,5,5.32,"Business Expansion",House,Low,1520
1155,46,171917,2019-12-21,Closed,5,4.55,Medical,Car,Medium,1520
1162,946,200646,2021-05-28,Defaulted,5,7.42,Education,None,High,1520
1175,431,223462,2022-05-24,Closed,5,7.65,"Business Expansion",House,Low,1520
1199,200,125415,2020-08-10,Defaulted,5,3.84,Medical,None,High,1520
1216,85,154009,2020-11-17,Rejected,5,3.84,Medical,Car,High,1520
1234,105,414877,2021-10-31,Approved,5,8.66,Medical,Car,High,1520
1235,762,474014,2023-08-03,Rejected,5,5.79,Education,House,High,1520
1244,719,93944,2021-10-29,Approved,5,10.09,Medical,House,Low,1520
1251,340,201637,2021-12-22,Defaulted,5,6.5,"Home Renovation",None,Low,1520
1260,260,77471,2023-09-17,Defaulted,5,4.99,Medical,None,Low,1520
1261,267,22388,2024-04-08,Approved,5,7.13,"Home Renovation",House,Low,1520
1263,164,395243,2021-12-02,Rejected,5,6.92,Education,House,High,1520
1287,476,130753,2021-03-19,Closed,5,10.49,"Home Renovation",None,High,1520
1292,471,215881,2022-11-24,Defaulted,5,4.22,Medical,Car,Medium,1520
1300,865,106461,2022-06-05,Approved,5,6.38,"Home Renovation",None,Medium,1520
1312,306,79511,2023-11-04,Closed,5,4.64,"Business Expansion",Car,Medium,1520
1317,658,140703,2020-09-08,Approved,5,12.41,Medical,None,Low,1520
1331,297,22196,2021-03-28,Approved,5,8.16,"Home Renovation",None,High,1520
1373,275,246311,2021-05-23,Approved,5,4.3,"Home Renovation",None,Low,1520
1398,550,384626,2023-06-04,Approved,5,8.42,Education,Car,Medium,1520
1415,244,164481,2020-01-08,Rejected,5,10.92,Medical,None,High,1520
1431,402,337744,2021-10-28,Rejected,5,12.27,Education,House,Low,1520
1442,143,48667,2023-04-16,Approved,5,6.17,"Home Renovation",Car,High,1520
1444,467,414024,2021-09-16,Closed,5,10.79,"Home Renovation",Car,Medium,1520
1447,609,272069,2020-02-07,Approved,5,10.56,"Business Expansion",None,Low,1520
1454,746,118934,2024-07-05,Defaulted,5,8.12,Education,House,Medium,1520
1458,537,334723,2023-03-30,Defaulted,5,5.15,Medical,None,Low,1520
1459,945,19304,2020-03-23,Approved,5,8.19,"Business Expansion",Car,Low,1520
1460,450,394704,2023-04-19,Rejected,5,11.6,"Business Expansion",House,Low,1520
1469,124,351518,2021-01-14,Rejected,5,12.24,"Business Expansion",House,Medium,1520
1477,908,333610,2024-09-24,Defaulted,5,9.66,Education,None,Medium,1520
1536,468,432564,2022-09-08,Defaulted,5,5.6,Medical,Car,Medium,1520
1542,790,213295,2020-09-11,Approved,5,11.46,"Home Renovation",House,Low,1520
1545,426,82750,2022-02-18,Rejected,5,4.11,Education,None,High,1520
1548,527,479199,2020-03-28,Defaulted,5,10.35,Education,Car,Low,1520
1549,514,433628,2022-07-14,Approved,5,11.83,Medical,Car,Medium,1520
1553,876,313766,2020-05-04,Approved,5,3.85,Medical,None,Medium,1520
1554,482,292911,2023-09-12,Approved,5,10.91,"Home Renovation",None,High,1520
1555,318,103360,2023-02-04,Rejected,5,12.14,"Home Renovation",Car,Low,1520
1567,780,136848,2021-05-08,Defaulted,5,6.24,"Business Expansion",None,Medium,1520
1568,971,386853,2020-10-04,Approved,5,6.36,Education,Car,Low,1520
1586,628,242102,2024-05-16,Approved,5,5.72,"Home Renovation",Car,Medium,1520
1590,408,119574,2021-03-07,Rejected,5,6.22,"Business Expansion",House,Low,1520
1600,877,17670,2023-02-16,Approved,5,4.91,"Business Expansion",None,High,1520
1606,926,461994,2024-06-24,Defaulted,5,5.3,Education,None,High,1520
1608,235,326920,2023-12-15,Rejected,5,4.08,"Home Renovation",None,Medium,1520
1616,979,150939,2022-04-07,Rejected,5,8.8,Education,None,High,1520
1623,861,349321,2021-07-14,Defaulted,5,8.32,Medical,House,High,1520
1626,216,259112,2024-02-14,Defaulted,5,6.09,Education,Car,Low,1520
1639,929,229019,2024-11-15,Rejected,5,6.74,"Home Renovation",Car,Medium,1520
1640,788,116874,2020-06-19,Approved,5,11.4,Medical,Car,Low,1520
1642,298,231091,2024-03-06,Defaulted,5,10.21,"Home Renovation",None,Low,1520
1650,826,300027,2024-02-03,Approved,5,11.15,"Home Renovation",None,High,1520
1653,560,467899,2022-06-25,Approved,5,8.21,Education,None,High,1520
1671,686,126008,2022-09-23,Rejected,5,5.54,Medical,None,High,1520
1680,722,230898,2021-07-03,Approved,5,11.92,"Business Expansion",House,Medium,1520
1681,817,236835,2023-11-01,Defaulted,5,11.96,Medical,None,Medium,1520
1683,895,192269,2020-03-05,Closed,5,5.07,"Home Renovation",Car,Medium,1520
1684,600,133241,2022-05-06,Approved,5,7.61,"Business Expansion",Car,Low,1520
1691,553,281677,2024-02-07,Rejected,5,11.52,Medical,None,Low,1520
1692,928,313559,2020-06-03,Defaulted,5,4.71,"Home Renovation",Car,Medium,1520
1694,74,43322,2021-01-11,Defaulted,5,6.93,"Business Expansion",House,Low,1520
1699,923,466790,2024-11-21,Defaulted,5,8.81,Medical,House,High,1520
1702,336,247446,2022-08-23,Closed,5,10.18,"Business Expansion",Car,Medium,1520
1704,246,469994,2021-07-24,Closed,5,5.98,Education,Car,Medium,1520
1724,266,365567,2020-11-18,Closed,5,8.86,"Business Expansion",Car,High,1520
1735,913,437450,2023-05-19,Rejected,5,4.07,"Home Renovation",Car,Low,1520
1747,116,103401,2022-02-06,Closed,5,10.54,Medical,Car,High,1520
1759,329,70033,2023-05-11,Defaulted,5,6.47,Medical,House,Low,1520
1764,543,296709,2022-08-09,Closed,5,10.88,Education,None,Medium,1520
1781,615,309754,2023-08-19,Defaulted,5,8.43,"Home Renovation",Car,Low,1520
1787,940,485824,2021-09-13,Closed,5,10.04,Education,Car,Low,1520
1794,462,54853,2020-11-11,Closed,5,8.08,"Business Expansion",None,Low,1520
1795,974,182109,2022-03-19,Closed,5,11.14,Medical,House,Low,1520
1799,272,450556,2020-11-12,Rejected,5,5.8,Medical,Car,Medium,1520
1806,701,365807,2023-05-09,Closed,5,12.44,Medical,House,Medium,1520
1870,359,384897,2022-05-30,Approved,5,4.8,"Business Expansion",House,Low,1520
1885,537,464297,2023-03-06,Defaulted,5,5.41,Medical,Car,Medium,1520
1899,889,53501,2020-06-30,Closed,5,3.76,Education,None,Low,1520
1903,632,243325,2020-09-06,Rejected,5,9.84,"Home Renovation",House,Medium,1520
1914,355,266987,2019-12-24,Closed,5,9.65,"Business Expansion",Car,Low,1520
1926,912,167839,2022-03-21,Closed,5,11.74,Education,None,High,1520
1969,539,473920,2024-02-03,Approved,5,6.02,"Home Renovation",House,High,1520
1970,685,291806,2022-09-24,Defaulted,5,11.48,"Business Expansion",None,Low,1520
1971,936,341810,2023-06-30,Defaulted,5,9.51,"Home Renovation",House,High,1520
1973,704,372163,2021-09-14,Closed,5,11.17,"Home Renovation",Car,High,1520
1988,355,145993,2021-09-07,Rejected,5,9.47,Education,None,Medium,1520
1992,384,210457,2023-06-11,Approved,5,4.03,Medical,House,Low,1520
1995,619,9088,2021-04-08,Closed,5,10.28,"Business Expansion",None,Low,1520
2011,993,412558,2022-12-04,Defaulted,5,7.4,"Business Expansion",House,Medium,1520
2016,472,272458,2022-06-25,Defaulted,5,9.54,"Home Renovation",Car,High,1520
2022,984,9415,2020-03-14,Defaulted,5,8.57,Medical,None,Medium,1520
2054,99,267701,2020-12-10,Defaulted,5,7.57,Education,House,High,1520
2059,594,69852,2023-06-18,Rejected,5,10.48,Medical,None,High,1520
2081,130,478392,2022-02-15,Defaulted,5,10,Medical,Car,High,1520
2082,736,202357,2022-07-14,Rejected,5,3.87,"Home Renovation",Car,Medium,1520
2090,568,136735,2021-05-22,Rejected,5,7.89,"Business Expansion",Car,Low,1520
2104,705,386402,2021-02-22,Approved,5,8.31,Education,House,High,1520
2105,86,97855,2023-09-28,Closed,5,9.2,Medical,House,Low,1520
2119,839,116619,2022-09-23,Rejected,5,11.64,"Business Expansion",House,Medium,1520
2120,502,276552,2021-01-03,Approved,5,12.36,Medical,House,Medium,1520
2151,586,91764,2020-11-23,Rejected,5,7.21,"Home Renovation",Car,Low,1520
2163,563,477626,2024-09-05,Closed,5,4.47,Medical,House,Medium,1520
2175,111,239055,2020-08-10,Approved,5,11.88,Medical,None,Medium,1520
2181,546,228022,2023-01-02,Defaulted,5,5.17,Education,House,Low,1520
2184,487,276853,2024-04-24,Approved,5,6.63,Medical,None,Medium,1520
2223,1000,362936,2022-05-22,Rejected,5,10.21,"Business Expansion",None,High,1520
2231,396,342929,2022-07-08,Defaulted,5,11.16,"Home Renovation",House,Medium,1520
2246,573,319613,2021-02-16,Defaulted,5,9.62,Medical,None,Medium,1520
2249,689,393601,2022-05-08,Rejected,5,11.69,"Home Renovation",None,High,1520
2256,574,360213,2021-08-06,Closed,5,11.33,Education,None,Medium,1520
2268,108,308503,2024-05-20,Closed,5,10.64,Education,Car,Medium,1520
2297,538,456390,2022-11-17,Defaulted,5,3.54,"Business Expansion",House,Low,1520
2303,128,360211,2021-05-13,Defaulted,5,5.37,"Business Expansion",None,High,1520
2310,964,360610,2020-01-05,Closed,5,8.77,Education,Car,Low,1520
2324,696,84905,2020-10-24,Approved,5,8.55,"Home Renovation",Car,Medium,1520
2333,170,71988,2023-10-11,Rejected,5,12.02,"Business Expansion",None,Low,1520
2340,147,300722,2023-06-11,Closed,5,9.32,"Home Renovation",House,Medium,1520
2341,940,201369,2024-09-29,Approved,5,11.63,Education,None,Low,1520
2345,155,348383,2022-10-27,Defaulted,5,10.48,Education,Car,High,1520
2353,283,298094,2024-10-30,Defaulted,5,5.04,"Business Expansion",None,High,1520
2362,773,152956,2023-07-28,Rejected,5,9.05,"Home Renovation",House,High,1520
2369,310,206008,2024-10-06,Approved,5,9.87,"Business Expansion",Car,High,1520
2385,967,111527,2023-07-15,Closed,5,6.69,"Business Expansion",None,Medium,1520
2399,65,126076,2021-05-15,Rejected,5,11.08,"Home Renovation",House,High,1520
2424,616,249912,2021-07-29,Closed,5,9.07,Medical,House,Low,1520
2432,80,434648,2023-03-09,Closed,5,4.05,Education,Car,Medium,1520
2437,968,27665,2024-09-19,Closed,5,7.76,Medical,Car,Medium,1520
2438,733,440227,2022-04-18,Rejected,5,5.94,"Business Expansion",None,Low,1520
2439,614,215985,2024-06-08,Closed,5,7.39,"Business Expansion",House,Low,1520
2447,954,31782,2024-05-08,Rejected,5,5.29,"Home Renovation",Car,Medium,1520
2466,66,227220,2022-03-05,Defaulted,5,10.38,"Home Renovation",House,High,1520
2492,432,210568,2024-06-15,Closed,5,12.24,Education,Car,High,1520
2518,889,256680,2020-10-24,Defaulted,5,8.74,"Home Renovation",House,Low,1520
2522,628,199063,2023-11-14,Closed,5,7.76,Education,None,Low,1520
2527,739,316729,2021-10-11,Approved,5,9.96,"Home Renovation",None,Medium,1520
2533,52,248176,2020-11-10,Rejected,5,11.97,Education,Car,Medium,1520
2549,875,8607,2024-08-31,Rejected,5,5.31,"Home Renovation",House,High,1520
2556,566,386320,2024-03-31,Approved,5,5.38,Education,None,Low,1520
2560,403,144672,2021-02-19,Defaulted,5,5.03,"Home Renovation",House,Medium,1520
2583,679,119615,2024-09-02,Rejected,5,4.16,Medical,Car,High,1520
2596,598,28165,2024-10-31,Approved,5,11.09,"Business Expansion",House,High,1520
2597,373,102372,2021-09-25,Defaulted,5,6.98,Education,Car,Medium,1520
2604,71,456754,2023-09-13,Rejected,5,4.23,"Home Renovation",Car,High,1520
2606,732,197213,2024-07-19,Approved,5,10.28,Education,Car,Medium,1520
2627,395,238788,2022-04-03,Rejected,5,6.04,"Business Expansion",Car,Medium,1520
2673,517,49719,2023-02-22,Rejected,5,12.12,Education,House,Medium,1520
2677,214,58263,2023-04-18,Closed,5,6.91,"Home Renovation",None,High,1520
2686,177,140410,2021-02-26,Rejected,5,11.43,Medical,Car,Medium,1520
2689,269,253439,2024-08-25,Approved,5,8.66,"Business Expansion",House,Medium,1520
2702,178,367892,2024-03-20,Defaulted,5,12.25,"Home Renovation",None,Medium,1520
2703,323,457432,2024-10-18,Approved,5,6.59,"Home Renovation",None,Medium,1520
2705,241,371847,2021-06-09,Approved,5,9.49,"Business Expansion",Car,Low,1520
2734,720,453429,2023-06-12,Closed,5,6,Medical,House,Low,1520
2744,45,368629,2020-05-15,Approved,5,9.3,Education,Car,Medium,1520
2746,164,260696,2021-03-16,Approved,5,3.68,"Home Renovation",Car,Medium,1520
2749,542,297147,2023-09-07,Closed,5,9.15,"Business Expansion",Car,Medium,1520
2751,816,82658,2020-02-26,Rejected,5,4.04,Medical,Car,Medium,1520
2769,647,9123,2023-08-20,Approved,5,5.12,Medical,House,Low,1520
2771,277,97917,2020-01-29,Closed,5,7.57,"Home Renovation",House,Medium,1520
2791,428,278302,2021-08-19,Closed,5,11.49,"Business Expansion",Car,Low,1520
2793,471,397859,2021-07-02,Closed,5,3.92,"Home Renovation",House,Low,1520
2797,980,271585,2020-01-05,Rejected,5,11.19,Medical,Car,Medium,1520
2799,371,82695,2021-06-14,Approved,5,9.92,Education,Car,High,1520
2800,820,232436,2022-12-13,Approved,5,5.86,"Home Renovation",House,High,1520
2805,985,189006,2023-04-13,Approved,5,9.71,"Home Renovation",None,High,1520
2812,261,70034,2023-12-08,Rejected,5,8.57,"Business Expansion",House,Low,1520
2817,147,19419,2022-01-24,Approved,5,7.19,Medical,None,Medium,1520
2837,575,326421,2022-03-23,Closed,5,11.37,"Home Renovation",Car,Low,1520
2844,494,79301,2021-05-15,Closed,5,12.2,"Home Renovation",None,Medium,1520
2857,737,55247,2023-04-27,Approved,5,6.38,"Home Renovation",Car,Medium,1520
2901,953,138126,2020-02-01,Defaulted,5,5.71,Education,Car,Low,1520
2909,443,332265,2020-09-25,Approved,5,11.87,"Home Renovation",None,Low,1520
2931,998,117578,2024-03-21,Closed,5,4.53,Medical,None,Medium,1520
2938,283,222800,2020-02-06,Rejected,5,9.17,Education,House,Low,1520
2952,239,149568,2022-09-21,Approved,5,5.35,"Home Renovation",House,Low,1520
2956,732,165137,2023-06-07,Approved,5,6.21,"Home Renovation",Car,Medium,1520
2973,424,300922,2023-07-31,Closed,5,5.28,"Home Renovation",Car,Low,1520
2977,563,383538,2020-03-21,Approved,5,9.86,Education,Car,Medium,1520
2988,556,37417,2024-11-15,Closed,5,11.18,Education,None,High,1520
2787,179,460235,2024-09-12,Closed,4,9.82,Medical,House,Low,1800
2821,613,206342,2024-05-11,Closed,4,12.02,Medical,House,High,1800
2825,837,35420,2024-06-01,Closed,4,11.9,Education,None,Medium,1800
2831,491,91779,2023-09-21,Approved,4,5.78,"Business Expansion",Car,High,1800
2838,634,400971,2020-03-29,Approved,4,9.69,"Business Expansion",House,Low,1800
2848,830,363493,2021-04-02,Defaulted,4,5.97,"Home Renovation",None,High,1800
2852,824,319833,2024-05-12,Approved,4,8.55,Education,Car,Low,1800
2870,871,214634,2021-05-01,Closed,4,8.38,Medical,Car,Low,1800
2872,365,139336,2023-08-18,Closed,4,11.18,"Home Renovation",Car,High,1800
2883,175,481837,2024-09-25,Rejected,4,9.48,"Home Renovation",None,Low,1800
2884,945,465174,2021-12-08,Approved,4,8.44,Medical,House,High,1800
2885,283,77539,2022-12-16,Defaulted,4,7.86,Medical,Car,Low,1800
2890,649,228896,2023-04-22,Closed,4,6.73,"Home Renovation",House,Low,1800
2892,368,107121,2021-06-29,Defaulted,4,8.15,Medical,None,Medium,1800
2911,133,204760,2022-02-09,Closed,4,8.98,"Home Renovation",Car,Medium,1800
2916,537,187074,2021-09-02,Closed,4,4.09,Medical,Car,Medium,1800
2921,8,76931,2022-08-28,Rejected,4,11.67,Medical,Car,High,1800
2934,556,384021,2021-08-14,Closed,4,11.05,Medical,Car,High,1800
2936,622,312585,2021-07-06,Defaulted,4,6.61,"Home Renovation",Car,High,1800
2937,728,178431,2022-12-24,Defaulted,4,9.92,"Home Renovation",Car,Medium,1800
2940,839,333196,2020-03-29,Defaulted,4,5.05,"Business Expansion",None,Low,1800
2943,968,354663,2024-08-15,Rejected,4,5.44,"Home Renovation",House,Low,1800
2944,169,77137,2020-07-13,Approved,4,11.41,"Business Expansion",Car,High,1800
2957,99,8158,2024-08-19,Closed,4,8.51,"Home Renovation",House,Low,1800
2962,623,48593,2024-05-08,Rejected,4,9.34,"Home Renovation",Car,Low,1800
2964,786,288422,2023-01-27,Approved,4,10.59,"Business Expansion",House,High,1800
2985,304,171854,2023-12-06,Defaulted,4,4.19,Education,House,Low,1800
2997,147,365238,2021-05-21,Closed,4,3.83,"Business Expansion",House,Low,1800
2998,672,6375,2022-08-17,Rejected,4,5.77,"Business Expansion",House,Medium,1800
3000,437,207680,2021-08-29,Defaulted,4,4.82,Education,Car,High,1800
32,409,291889,2023-10-12,Closed,4,3.78,"Business Expansion",Car,Low,1800
42,436,480819,2021-06-04,Approved,4,7.84,"Home Renovation",None,Medium,1800
65,523,401897,2023-01-24,Rejected,4,6.71,Education,House,Low,1800
68,192,368565,2020-07-26,Closed,4,12.25,"Business Expansion",None,High,1800
86,783,198479,2024-01-11,Approved,4,11.44,Education,None,Low,1800
94,918,242771,2022-05-23,Closed,4,4.24,Education,House,Low,1800
111,847,429475,2023-11-21,Defaulted,4,8.1,"Home Renovation",Car,Medium,1800
123,87,412470,2020-02-12,Closed,4,10.37,Medical,House,Medium,1800
135,676,174403,2024-02-18,Rejected,4,7.92,Education,House,High,1800
137,366,286985,2024-09-23,Rejected,4,4.94,Education,None,Low,1800
141,495,109608,2020-07-02,Approved,4,10.67,Education,None,High,1800
143,967,185299,2023-12-06,Closed,4,11.44,Medical,Car,Medium,1800
144,769,357388,2022-04-08,Approved,4,12.05,Education,Car,Low,1800
145,2,225024,2022-10-27,Rejected,4,5.52,"Business Expansion",None,Low,1800
150,865,149209,2023-08-12,Approved,4,11.45,Education,House,High,1800
162,977,352666,2021-08-30,Approved,4,7.11,Medical,House,High,1800
